Area,Area Id,Variable Name,Variable Id,Year,Value,Symbol,Md
Antigua and Barbuda,8,Total population,4104,1982,72.45,E,
Antigua and Barbuda,8,Total population,4104,1987,67.84,E,
Antigua and Barbuda,8,Total population,4104,1992,68.43,E,
Antigua and Barbuda,8,Total population,4104,1997,77.74,E,
Antigua and Barbuda,8,Total population,4104,2002,86.27,E,
Antigua and Barbuda,8,Total population,4104,2007,91.38,E,
Antigua and Barbuda,8,Total population,4104,2012,96.78,E,
Antigua and Barbuda,8,Total population,4104,2017,102,E,
Argentina,9,Total population,4104,1962,21288,E,
Argentina,9,Total population,4104,1967,22932,E,
Argentina,9,Total population,4104,1972,24783,E,
Argentina,9,Total population,4104,1977,26879,E,
Argentina,9,Total population,4104,1982,28994,E,
Argentina,9,Total population,4104,1987,31326,E,
Argentina,9,Total population,4104,1992,33655,E,
Argentina,9,Total population,4104,1997,35834,E,
Argentina,9,Total population,4104,2002,37889,E,
Argentina,9,Total population,4104,2007,39970,E,
Argentina,9,Total population,4104,2012,42097,E,
Argentina,9,Total population,4104,2017,44271,E,
Armenia,1,Total population,4104,1992,3443,E,
Armenia,1,Total population,4104,1997,3133,E,
Armenia,1,Total population,4104,2002,3034,E,
Armenia,1,Total population,4104,2007,2933,E,
Armenia,1,Total population,4104,2012,2882,E,
Armenia,1,Total population,4104,2017,2930,E,
Australia,10,Total population,4104,1962,10692,E,
Australia,10,Total population,4104,1967,11949,E,
Australia,10,Total population,4104,1972,13297,E,
Australia,10,Total population,4104,1977,14152,E,
Australia,10,Total population,4104,1982,15041,E,
Australia,10,Total population,4104,1987,16255,E,
Australia,10,Total population,4104,1992,17486,E,
Australia,10,Total population,4104,1997,18468,E,
Australia,10,Total population,4104,2002,19475,E,
Australia,10,Total population,4104,2007,20947,E,
Australia,10,Total population,4104,2012,22822,E,
Australia,10,Total population,4104,2017,24450,E,
Austria,11,Total population,4104,1962,7157,E,
Austria,11,Total population,4104,1967,7397,E,
Austria,11,Total population,4104,1972,7581,E,
Austria,11,Total population,4104,1977,7637,E,
Austria,11,Total population,4104,1982,7602,E,
Austria,11,Total population,4104,1987,7639,E,
Austria,11,Total population,4104,1992,7831,E,
Austria,11,Total population,4104,1997,8033,E,
Austria,11,Total population,4104,2002,8134,E,
Austria,11,Total population,4104,2007,8312,E,
Austria,11,Total population,4104,2012,8518,E,
Austria,11,Total population,4104,2017,8735,E,
Azerbaijan,52,Total population,4104,1992,7472,E,
Azerbaijan,52,Total population,4104,1997,7926,E,
Azerbaijan,52,Total population,4104,2002,8277,E,
Azerbaijan,52,Total population,4104,2007,8724,E,
Azerbaijan,52,Total population,4104,2012,9265,E,
Azerbaijan,52,Total population,4104,2017,9828,E,
Bahamas,12,Total population,4104,1962,121.1,E,
Bahamas,12,Total population,4104,1967,152.6,E,
Bahamas,12,Total population,4104,1972,177.8,E,
Bahamas,12,Total population,4104,1977,197.1,E,
Bahamas,12,Total population,4104,1982,220.3,E,
Bahamas,12,Total population,4104,1987,243.4,E,
Bahamas,12,Total population,4104,1992,266.1,E,
Bahamas,12,Total population,4104,1997,287,E,
Bahamas,12,Total population,4104,2002,309.2,E,
Bahamas,12,Total population,4104,2007,342.3,E,
Bahamas,12,Total population,4104,2012,372,E,
Bahamas,12,Total population,4104,2017,395.4,E,
Bahrain,13,Total population,4104,1962,173.1,E,
Bahrain,13,Total population,4104,1967,196.1,E,
Bahrain,13,Total population,4104,1972,229.2,E,
Bahrain,13,Total population,4104,1977,303.2,E,
Bahrain,13,Total population,4104,1982,386,E,
Bahrain,13,Total population,4104,1987,449,E,
Bahrain,13,Total population,4104,1992,523.1,E,
Bahrain,13,Total population,4104,1997,594.9,E,
Bahrain,13,Total population,4104,2002,735.1,E,
Bahrain,13,Total population,4104,2007,1036,E,
Bahrain,13,Total population,4104,2012,1300,E,
Bahrain,13,Total population,4104,2017,1493,E,
Bangladesh,16,Total population,4104,1962,51030,E,
Bangladesh,16,Total population,4104,1967,59621,E,
Bangladesh,16,Total population,4104,1972,67597,E,
Bangladesh,16,Total population,4104,1977,74926,E,
Bangladesh,16,Total population,4104,1982,86007,E,
Bangladesh,16,Total population,4104,1987,98344,E,
Bangladesh,16,Total population,4104,1992,111222,E,
Bangladesh,16,Total population,4104,1997,123855,E,
Bangladesh,16,Total population,4104,2002,136601,E,
Bangladesh,16,Total population,4104,2007,147139,E,
Bangladesh,16,Total population,4104,2012,155727,E,
Bangladesh,16,Total population,4104,2017,164670,E,
Barbados,14,Total population,4104,1962,232.6,E,
Barbados,14,Total population,4104,1967,236.6,E,
Barbados,14,Total population,4104,1972,241.4,E,
Barbados,14,Total population,4104,1977,248.8,E,
Barbados,14,Total population,4104,1982,253.8,E,
Barbados,14,Total population,4104,1987,257.6,E,
Barbados,14,Total population,4104,1992,262.2,E,
Barbados,14,Total population,4104,1997,266.9,E,
Barbados,14,Total population,4104,2002,271.5,E,
Barbados,14,Total population,4104,2007,276.2,E,
Barbados,14,Total population,4104,2012,281.6,E,
Barbados,14,Total population,4104,2017,285.7,E,
Belarus,57,Total population,4104,1992,10220,E,
Belarus,57,Total population,4104,1997,10073,E,
Belarus,57,Total population,4104,2002,9807,E,
Belarus,57,Total population,4104,2007,9537,E,
Belarus,57,Total population,4104,2012,9472,E,
Belarus,57,Total population,4104,2017,9468,E,
Belgium,255,Total population,4104,1962,9193,E,
Belgium,255,Total population,4104,1967,9476,E,
Belgium,255,Total population,4104,1972,9651,E,
Belgium,255,Total population,4104,1977,9752,E,
Belgium,255,Total population,4104,1982,9821,E,
Belgium,255,Total population,4104,1987,9868,E,
Belgium,255,Total population,4104,1992,10016,E,
Belgium,255,Total population,4104,1997,10193,E,
Belgium,255,Total population,4104,2002,10365,E,
Belgium,255,Total population,4104,2007,10698,E,
Belgium,255,Total population,4104,2012,11084,E,
Belgium,255,Total population,4104,2017,11429,E,
Belize,23,Total population,4104,1962,97.38,E,
Belize,23,Total population,4104,1967,112.7,E,
Belize,23,Total population,4104,1972,127.2,E,
Belize,23,Total population,4104,1977,137,E,
Belize,23,Total population,4104,1982,151.5,E,
Belize,23,Total population,4104,1987,174.3,E,
Belize,23,Total population,4104,1992,194.3,E,
Belize,23,Total population,4104,1997,221.6,E,
Belize,23,Total population,4104,2002,262.2,E,
Belize,23,Total population,4104,2007,298.4,E,
Belize,23,Total population,4104,2012,336.7,E,
Belize,23,Total population,4104,2017,374.7,E,
Benin,53,Total population,4104,1962,2503,E,
Benin,53,Total population,4104,1967,2735,E,
Benin,53,Total population,4104,1972,3044,E,
Benin,53,Total population,4104,1977,3433,E,
Benin,53,Total population,4104,1982,3928,E,
Benin,53,Total population,4104,1987,4535,E,
Benin,53,Total population,4104,1992,5332,E,
Benin,53,Total population,4104,1997,6282,E,
Benin,53,Total population,4104,2002,7295,E,
Benin,53,Total population,4104,2007,8455,E,
Benin,53,Total population,4104,2012,9729,E,
Benin,53,Total population,4104,2017,11176,E,
Bhutan,18,Total population,4104,1962,234.7,E,
Bhutan,18,Total population,4104,1967,270.6,E,
Bhutan,18,Total population,4104,1972,318,E,
Bhutan,18,Total population,4104,1977,373.3,E,
Bhutan,18,Total population,4104,1982,431,E,
Bhutan,18,Total population,4104,1987,500.4,E,
Bhutan,18,Total population,4104,1992,531.5,E,
Bhutan,18,Total population,4104,1997,528.8,E,
Bhutan,18,Total population,4104,2002,606.4,E,
Bhutan,18,Total population,4104,2007,687,E,
Bhutan,18,Total population,4104,2012,753,E,
Bhutan,18,Total population,4104,2017,807.6,E,
Bolivia (Plurinational State of),19,Total population,4104,1962,3838,E,
Bolivia (Plurinational State of),19,Total population,4104,1967,4237,E,
Bolivia (Plurinational State of),19,Total population,4104,1972,4698,E,
Bolivia (Plurinational State of),19,Total population,4104,1977,5234,E,
Bolivia (Plurinational State of),19,Total population,4104,1982,5835,E,
Bolivia (Plurinational State of),19,Total population,4104,1987,6465,E,
Bolivia (Plurinational State of),19,Total population,4104,1992,7132,E,
Bolivia (Plurinational State of),19,Total population,4104,1997,7871,E,
Bolivia (Plurinational State of),19,Total population,4104,2002,8653,E,
Bolivia (Plurinational State of),19,Total population,4104,2007,9441,E,
Bolivia (Plurinational State of),19,Total population,4104,2012,10239,E,
Bolivia (Plurinational State of),19,Total population,4104,2017,11052,E,
Bosnia and Herzegovina,80,Total population,4104,1992,4239,E,
Bosnia and Herzegovina,80,Total population,4104,1997,3752,E,
Bosnia and Herzegovina,80,Total population,4104,2002,3776,E,
Bosnia and Herzegovina,80,Total population,4104,2007,3774,E,
Bosnia and Herzegovina,80,Total population,4104,2012,3648,E,
Bosnia and Herzegovina,80,Total population,4104,2017,3507,E,
Botswana,20,Total population,4104,1962,550.8,E,
Botswana,20,Total population,4104,1967,633.2,E,
Botswana,20,Total population,4104,1972,742.8,E,
Botswana,20,Total population,4104,1977,891.9,E,
Botswana,20,Total population,4104,1982,1076,E,
Botswana,20,Total population,4104,1987,1264,E,
Botswana,20,Total population,4104,1992,1456,E,
Botswana,20,Total population,4104,1997,1638,E,
Botswana,20,Total population,4104,2002,1780,E,
Botswana,20,Total population,4104,2007,1914,E,
Botswana,20,Total population,4104,2012,2089,E,
Botswana,20,Total population,4104,2017,2292,E,
Brazil,21,Total population,4104,1962,76573,E,
Brazil,21,Total population,4104,1967,88191,E,
Brazil,21,Total population,4104,1972,100144,E,
Brazil,21,Total population,4104,1977,112868,E,
Brazil,21,Total population,4104,1982,126947,E,
Brazil,21,Total population,4104,1987,141273,E,
Brazil,21,Total population,4104,1992,154564,E,
Brazil,21,Total population,4104,1997,167545,E,
Brazil,21,Total population,4104,2002,180151,E,
Brazil,21,Total population,4104,2007,191027,E,
Brazil,21,Total population,4104,2012,200561,E,
Brazil,21,Total population,4104,2017,209288,E,
Brunei Darussalam,26,Total population,4104,1962,89.52,E,
Brunei Darussalam,26,Total population,4104,1967,112.5,E,
Brunei Darussalam,26,Total population,4104,1972,142.1,E,
Brunei Darussalam,26,Total population,4104,1977,174.8,E,
Brunei Darussalam,26,Total population,4104,1982,206.1,E,
Brunei Darussalam,26,Total population,4104,1987,237.6,E,
Brunei Darussalam,26,Total population,4104,1992,274,E,
Brunei Darussalam,26,Total population,4104,1997,312,E,
Brunei Darussalam,26,Total population,4104,2002,346.9,E,
Brunei Darussalam,26,Total population,4104,2007,374.9,E,
Brunei Darussalam,26,Total population,4104,2012,399.7,E,
Brunei Darussalam,26,Total population,4104,2017,428.7,E,
Bulgaria,27,Total population,4104,1962,8022,E,
Bulgaria,27,Total population,4104,1967,8343,E,
Bulgaria,27,Total population,4104,1972,8609,E,
Bulgaria,27,Total population,4104,1977,8802,E,
Bulgaria,27,Total population,4104,1982,8931,E,
Bulgaria,27,Total population,4104,1987,8960,E,
Bulgaria,27,Total population,4104,1992,8676,E,
Bulgaria,27,Total population,4104,1997,8212,E,
Bulgaria,27,Total population,4104,2002,7866,E,
Bulgaria,27,Total population,4104,2007,7567,E,
Bulgaria,27,Total population,4104,2012,7310,E,
Bulgaria,27,Total population,4104,2017,7085,E,
Burkina Faso,233,Total population,4104,1962,4960,E,
Burkina Faso,233,Total population,4104,1967,5343,E,
Burkina Faso,233,Total population,4104,1972,5825,E,
Burkina Faso,233,Total population,4104,1977,6399,E,
Burkina Faso,233,Total population,4104,1982,7158,E,
Burkina Faso,233,Total population,4104,1987,8140,E,
Burkina Faso,233,Total population,4104,1992,9297,E,
Burkina Faso,233,Total population,4104,1997,10666,E,
Burkina Faso,233,Total population,4104,2002,12293,E,
Burkina Faso,233,Total population,4104,2007,14252,E,
Burkina Faso,233,Total population,4104,2012,16571,E,
Burkina Faso,233,Total population,4104,2017,19193,E,
Burundi,29,Total population,4104,1962,2894,E,
Burundi,29,Total population,4104,1967,3234,E,
Burundi,29,Total population,4104,1972,3544,E,
Burundi,29,Total population,4104,1977,3821,E,
Burundi,29,Total population,4104,1982,4333,E,
Burundi,29,Total population,4104,1987,4988,E,
Burundi,29,Total population,4104,1992,5661,E,
Burundi,29,Total population,4104,1997,6112,E,
Burundi,29,Total population,4104,2002,6742,E,
Burundi,29,Total population,4104,2007,7940,E,
Burundi,29,Total population,4104,2012,9320,E,
Burundi,29,Total population,4104,2017,10864,E,
Cabo Verde,35,Total population,4104,1962,210.9,E,
Cabo Verde,35,Total population,4104,1967,248.7,E,
Cabo Verde,35,Total population,4104,1972,273.7,E,
Cabo Verde,35,Total population,4104,1977,275.8,E,
Cabo Verde,35,Total population,4104,1982,297.3,E,
Cabo Verde,35,Total population,4104,1987,324.9,E,
Cabo Verde,35,Total population,4104,1992,359.1,E,
Cabo Verde,35,Total population,4104,1997,408.2,E,
Cabo Verde,35,Total population,4104,2002,452.1,E,
Cabo Verde,35,Total population,4104,2007,486.4,E,
Cabo Verde,35,Total population,4104,2012,514,E,
Cabo Verde,35,Total population,4104,2017,546.4,E,
Cambodia,115,Total population,4104,1962,6029,E,
Cambodia,115,Total population,4104,1967,6685,E,
Cambodia,115,Total population,4104,1972,7300,E,
Cambodia,115,Total population,4104,1977,7194,E,
Cambodia,115,Total population,4104,1982,6918,E,
Cambodia,115,Total population,4104,1987,8196,E,
Cambodia,115,Total population,4104,1992,9622,E,
Cambodia,115,Total population,4104,1997,11296,E,
Cambodia,115,Total population,4104,2002,12635,E,
Cambodia,115,Total population,4104,2007,13677,E,
Cambodia,115,Total population,4104,2012,14777,E,
Cambodia,115,Total population,4104,2017,16005,E,
Cameroon,32,Total population,4104,1962,5400,E,
Cameroon,32,Total population,4104,1967,6059,E,
Cameroon,32,Total population,4104,1972,6875,E,
Cameroon,32,Total population,4104,1977,7891,E,
Cameroon,32,Total population,4104,1982,9159,E,
Cameroon,32,Total population,4104,1987,10696,E,
Cameroon,32,Total population,4104,1992,12409,E,
Cameroon,32,Total population,4104,1997,14165,E,
Cameroon,32,Total population,4104,2002,16085,E,
Cameroon,32,Total population,4104,2007,18395,E,
Cameroon,32,Total population,4104,2012,21082,E,
Cameroon,32,Total population,4104,2017,24054,E,
Canada,33,Total population,4104,1962,18669,E,
Canada,33,Total population,4104,1967,20401,E,
Canada,33,Total population,4104,1972,22156,E,
Canada,33,Total population,4104,1977,23742,E,
Canada,33,Total population,4104,1982,25041,E,
Canada,33,Total population,4104,1987,26570,E,
Canada,33,Total population,4104,1992,28384,E,
Canada,33,Total population,4104,1997,29903,E,
Canada,33,Total population,4104,2002,31321,E,
Canada,33,Total population,4104,2007,33020,E,
Canada,33,Total population,4104,2012,34901,E,
Canada,33,Total population,4104,2017,36624,E,
Central African Republic,37,Total population,4104,1962,1557,E,
Central African Republic,37,Total population,4104,1967,1719,E,
Central African Republic,37,Total population,4104,1972,1900,E,
Central African Republic,37,Total population,4104,1977,2110,E,
Central African Republic,37,Total population,4104,1982,2419,E,
Central African Republic,37,Total population,4104,1987,2755,E,
Central African Republic,37,Total population,4104,1992,3096,E,
Central African Republic,37,Total population,4104,1997,3517,E,
Central African Republic,37,Total population,4104,2002,3908,E,
Central African Republic,37,Total population,4104,2007,4276,E,
Central African Republic,37,Total population,4104,2012,4490,E,
Central African Republic,37,Total population,4104,2017,4659,E,
Chad,39,Total population,4104,1962,3121,E,
Chad,39,Total population,4104,1967,3435,E,
Chad,39,Total population,4104,1972,3815,E,
Chad,39,Total population,4104,1977,4254,E,
Chad,39,Total population,4104,1982,4715,E,
Chad,39,Total population,4104,1987,5408,E,
Chad,39,Total population,4104,1992,6349,E,
Chad,39,Total population,4104,1997,7493,E,
Chad,39,Total population,4104,2002,9002,E,
Chad,39,Total population,4104,2007,10776,E,
Chad,39,Total population,4104,2012,12705,E,
Chad,39,Total population,4104,2017,14900,E,
Chile,40,Total population,4104,1962,8067,E,
Chile,40,Total population,4104,1967,8997,E,
Chile,40,Total population,4104,1972,9923,E,
Chile,40,Total population,4104,1977,10766,E,
Chile,40,Total population,4104,1982,11616,E,
Chile,40,Total population,4104,1987,12594,E,
Chile,40,Total population,4104,1992,13671,E,
Chile,40,Total population,4104,1997,14695,E,
Chile,40,Total population,4104,2002,15624,E,
Chile,40,Total population,4104,2007,16492,E,
Chile,40,Total population,4104,2012,17310,E,
Chile,40,Total population,4104,2017,18055,E,
China,351,Total population,4104,1962,694611,E,
China,351,Total population,4104,1967,778135,E,
China,351,Total population,4104,1972,885288,E,
China,351,Total population,4104,1977,973487,E,
China,351,Total population,4104,1982,1045912,E,
China,351,Total population,4104,1987,1136800,E,
China,351,Total population,4104,1992,1231002,E,
China,351,Total population,4104,1997,1287309,E,
China,351,Total population,4104,2002,1327998,E,
China,351,Total population,4104,2007,1367036,E,
China,351,Total population,4104,2012,1406131,E,
China,351,Total population,4104,2017,1441131,E,
Colombia,44,Total population,4104,1962,17500,E,
Colombia,44,Total population,4104,1967,20311,E,
Colombia,44,Total population,4104,1972,23147,E,
Colombia,44,Total population,4104,1977,25905,E,
Colombia,44,Total population,4104,1982,29027,E,
Colombia,44,Total population,4104,1987,32324,E,
Colombia,44,Total population,4104,1992,35559,E,
Colombia,44,Total population,4104,1997,38645,E,
Colombia,44,Total population,4104,2002,41572,E,
Colombia,44,Total population,4104,2007,44375,E,
Colombia,44,Total population,4104,2012,46881,E,
Colombia,44,Total population,4104,2017,49066,E,
Comoros,45,Total population,4104,1962,197.2,E,
Comoros,45,Total population,4104,1967,215.9,E,
Comoros,45,Total population,4104,1972,239.2,E,
Comoros,45,Total population,4104,1977,275.9,E,
Comoros,45,Total population,4104,1982,326.9,E,
Comoros,45,Total population,4104,1987,376.7,E,
Comoros,45,Total population,4104,1992,436.4,E,
Comoros,45,Total population,4104,1997,502,E,
Comoros,45,Total population,4104,2002,569.5,E,
Comoros,45,Total population,4104,2007,641.6,E,
Comoros,45,Total population,4104,2012,723.9,E,
Comoros,45,Total population,4104,2017,813.9,E,
Congo,46,Total population,4104,1962,1092,E,
Congo,46,Total population,4104,1967,1252,E,
Congo,46,Total population,4104,1972,1451,E,
Congo,46,Total population,4104,1977,1687,E,
Congo,46,Total population,4104,1982,1951,E,
Congo,46,Total population,4104,1987,2249,E,
Congo,46,Total population,4104,1992,2577,E,
Congo,46,Total population,4104,1997,2962,E,
Congo,46,Total population,4104,2002,3407,E,
Congo,46,Total population,4104,2007,3976,E,
Congo,46,Total population,4104,2012,4633,E,
Congo,46,Total population,4104,2017,5261,E,
Cook Islands,47,Total population,4104,1962,18.51,E,
Cook Islands,47,Total population,4104,1967,19.98,E,
Cook Islands,47,Total population,4104,1972,21.42,E,
Cook Islands,47,Total population,4104,1977,19.2,E,
Cook Islands,47,Total population,4104,1982,17.39,E,
Cook Islands,47,Total population,4104,1987,17.97,E,
Cook Islands,47,Total population,4104,1992,18.71,E,
Cook Islands,47,Total population,4104,1997,18.57,E,
Cook Islands,47,Total population,4104,2002,18.7,E,
Cook Islands,47,Total population,4104,2007,19.41,E,
Cook Islands,47,Total population,4104,2012,18,E,
Cook Islands,47,Total population,4104,2017,17.38,E,
Costa Rica,48,Total population,4104,1962,1433,E,
Costa Rica,48,Total population,4104,1967,1695,E,
Costa Rica,48,Total population,4104,1972,1947,E,
Costa Rica,48,Total population,4104,1977,2208,E,
Costa Rica,48,Total population,4104,1982,2521,E,
Costa Rica,48,Total population,4104,1987,2872,E,
Costa Rica,48,Total population,4104,1992,3257,E,
Costa Rica,48,Total population,4104,1997,3683,E,
Costa Rica,48,Total population,4104,2002,4063,E,
Costa Rica,48,Total population,4104,2007,4369,E,
Costa Rica,48,Total population,4104,2012,4654,E,
Costa Rica,48,Total population,4104,2017,4906,E,
Côte d'Ivoire,107,Total population,4104,1962,3841,E,
Côte d'Ivoire,107,Total population,4104,1967,4656,E,
Côte d'Ivoire,107,Total population,4104,1972,5737,E,
Côte d'Ivoire,107,Total population,4104,1977,7249,E,
Côte d'Ivoire,107,Total population,4104,1982,9044,E,
Côte d'Ivoire,107,Total population,4104,1987,11020,E,
Côte d'Ivoire,107,Total population,4104,1992,13163,E,
Côte d'Ivoire,107,Total population,4104,1997,15446,E,
Côte d'Ivoire,107,Total population,4104,2002,17367,E,
Côte d'Ivoire,107,Total population,4104,2007,19086,E,
Côte d'Ivoire,107,Total population,4104,2012,21419,E,
Côte d'Ivoire,107,Total population,4104,2017,24295,E,
Croatia,98,Total population,4104,1992,4733,E,
Croatia,98,Total population,4104,1997,4532,E,
Croatia,98,Total population,4104,2002,4396,E,
Croatia,98,Total population,4104,2007,4362,E,
Croatia,98,Total population,4104,2012,4297,E,
Croatia,98,Total population,4104,2017,4189,E,
Cuba,49,Total population,4104,1962,7450,E,
Cuba,49,Total population,4104,1967,8264,E,
Cuba,49,Total population,4104,1972,9025,E,
Cuba,49,Total population,4104,1977,9635,E,
Cuba,49,Total population,4104,1982,9926,E,
Cuba,49,Total population,4104,1987,10270,E,
Cuba,49,Total population,4104,1992,10733,E,
Cuba,49,Total population,4104,1997,11014,E,
Cuba,49,Total population,4104,2002,11218,E,
Cuba,49,Total population,4104,2007,11304,E,
Cuba,49,Total population,4104,2012,11382,E,
Cuba,49,Total population,4104,2017,11485,E,
Cyprus,50,Total population,4104,1962,577.7,E,
Cyprus,50,Total population,4104,1967,591.3,E,
Cyprus,50,Total population,4104,1972,628,E,
Cyprus,50,Total population,4104,1977,665.5,E,
Cyprus,50,Total population,4104,1982,691.7,E,
Cyprus,50,Total population,4104,1987,723.4,E,
Cyprus,50,Total population,4104,1992,800.6,E,
Cyprus,50,Total population,4104,1997,891.2,E,
Cyprus,50,Total population,4104,2002,977,E,
Cyprus,50,Total population,4104,2007,1064,E,
Cyprus,50,Total population,4104,2012,1135,E,
Cyprus,50,Total population,4104,2017,1180,E,
Czechia,167,Total population,4104,1997,10339,E,
Czechia,167,Total population,4104,2002,10252,E,
Czechia,167,Total population,4104,2007,10357,E,
Czechia,167,Total population,4104,2012,10587,E,
Czechia,167,Total population,4104,2017,10618,E,
Democratic People's Republic of Korea,116,Total population,4104,1962,11872,E,
Democratic People's Republic of Korea,116,Total population,4104,1967,13223,E,
Democratic People's Republic of Korea,116,Total population,4104,1972,15208,E,
Democratic People's Republic of Korea,116,Total population,4104,1977,16797,E,
Democratic People's Republic of Korea,116,Total population,4104,1982,18009,E,
Democratic People's Republic of Korea,116,Total population,4104,1987,19432,E,
Democratic People's Republic of Korea,116,Total population,4104,1992,20937,E,
Democratic People's Republic of Korea,116,Total population,4104,1997,22336,E,
Democratic People's Republic of Korea,116,Total population,4104,2002,23337,E,
Democratic People's Republic of Korea,116,Total population,4104,2007,24203,E,
Democratic People's Republic of Korea,116,Total population,4104,2012,24854,E,
Democratic People's Republic of Korea,116,Total population,4104,2017,25491,E,
Democratic Republic of the Congo,250,Total population,4104,1962,16041,E,
Democratic Republic of the Congo,250,Total population,4104,1967,18378,E,
Democratic Republic of the Congo,250,Total population,4104,1972,21120,E,
Democratic Republic of the Congo,250,Total population,4104,1977,24248,E,
Democratic Republic of the Congo,250,Total population,4104,1982,27717,E,
Democratic Republic of the Congo,250,Total population,4104,1987,31530,E,
Democratic Republic of the Congo,250,Total population,4104,1992,37346,E,
Democratic Republic of the Congo,250,Total population,4104,1997,43830,E,
Democratic Republic of the Congo,250,Total population,4104,2002,49836,E,
Democratic Republic of the Congo,250,Total population,4104,2007,58418,E,
Democratic Republic of the Congo,250,Total population,4104,2012,68979,E,
Democratic Republic of the Congo,250,Total population,4104,2017,81340,E,
Denmark,54,Total population,4104,1962,4649,E,
Denmark,54,Total population,4104,1967,4832,E,
Denmark,54,Total population,4104,1972,4991,E,
Denmark,54,Total population,4104,1977,5097,E,
Denmark,54,Total population,4104,1982,5123,E,
Denmark,54,Total population,4104,1987,41047,E,
Denmark,54,Total population,4104,1992,5172,E,
Denmark,54,Total population,4104,1997,5278,E,
Denmark,54,Total population,4104,2002,5373,E,
Denmark,54,Total population,4104,2007,5470,E,
Denmark,54,Total population,4104,2012,5611,,
Denmark,54,Total population,4104,2017,5734,E,
Djibouti,72,Total population,4104,1962,94.2,E,
Djibouti,72,Total population,4104,1967,131.4,E,
Djibouti,72,Total population,4104,1972,179.2,E,
Djibouti,72,Total population,4104,1977,277.5,E,
Djibouti,72,Total population,4104,1982,385.3,E,
Djibouti,72,Total population,4104,1987,490.3,E,
Djibouti,72,Total population,4104,1992,615.1,E,
Djibouti,72,Total population,4104,1997,661,E,
Djibouti,72,Total population,4104,2002,746.2,E,
Djibouti,72,Total population,4104,2007,809.4,E,
Djibouti,72,Total population,4104,2012,881.2,E,
Djibouti,72,Total population,4104,2017,957,E,
Dominica,55,Total population,4104,1962,61.98,E,
Dominica,55,Total population,4104,1967,67.69,E,
Dominica,55,Total population,4104,1972,71.73,E,
Dominica,55,Total population,4104,1977,73.41,E,
Dominica,55,Total population,4104,1982,75.17,E,
