Area,Area Id,Variable Name,Variable Id,Year,Value,Symbol,Md
Algeria,4,Total renewable water resources,4188,2002,11.67,I,
Algeria,4,Total renewable water resources,4188,2007,11.67,I,
Algeria,4,Total renewable water resources,4188,2012,11.67,I,
Algeria,4,Total renewable water resources,4188,2017,11.67,I,
Andorra,6,Total renewable water resources,4188,1962,0.3156,E,
Andorra,6,Total renewable water resources,4188,1967,0.3156,E,
Andorra,6,Total renewable water resources,4188,1972,0.3156,E,
Andorra,6,Total renewable water resources,4188,1977,0.3156,E,
Andorra,6,Total renewable water resources,4188,1982,0.3156,E,
Andorra,6,Total renewable water resources,4188,1987,0.3156,E,
Andorra,6,Total renewable water resources,4188,1992,0.3156,E,
Andorra,6,Total renewable water resources,4188,1997,0.3156,E,
Andorra,6,Total renewable water resources,4188,2002,0.3156,E,
Andorra,6,Total renewable water resources,4188,2007,0.3156,E,
Andorra,6,Total renewable water resources,4188,2012,0.3156,E,
Andorra,6,Total renewable water resources,4188,2017,0.3156,E,
Angola,7,Total renewable water resources,4188,1962,148.4,I,
Angola,7,Total renewable water resources,4188,1967,148.4,I,
Angola,7,Total renewable water resources,4188,1972,148.4,I,
Angola,7,Total renewable water resources,4188,1977,148.4,I,
Angola,7,Total renewable water resources,4188,1982,148.4,I,
Angola,7,Total renewable water resources,4188,1987,148.4,I,
Angola,7,Total renewable water resources,4188,1992,148.4,I,
Angola,7,Total renewable water resources,4188,1997,148.4,I,
Angola,7,Total renewable water resources,4188,2002,148.4,I,
Angola,7,Total renewable water resources,4188,2007,148.4,I,
Angola,7,Total renewable water resources,4188,2012,148.4,I,
Angola,7,Total renewable water resources,4188,2017,148.4,I,
Antigua and Barbuda,8,Total renewable water resources,4188,1962,0.052,,
Antigua and Barbuda,8,Total renewable water resources,4188,1967,0.052,,
Antigua and Barbuda,8,Total renewable water resources,4188,1972,0.052,,
Antigua and Barbuda,8,Total renewable water resources,4188,1977,0.052,,
Antigua and Barbuda,8,Total renewable water resources,4188,1982,0.052,,
Antigua and Barbuda,8,Total renewable water resources,4188,1987,0.052,,
Antigua and Barbuda,8,Total renewable water resources,4188,1992,0.052,,
Antigua and Barbuda,8,Total renewable water resources,4188,1997,0.052,,
Antigua and Barbuda,8,Total renewable water resources,4188,2002,0.052,,
Antigua and Barbuda,8,Total renewable water resources,4188,2007,0.052,,
Antigua and Barbuda,8,Total renewable water resources,4188,2012,0.052,,
Antigua and Barbuda,8,Total renewable water resources,4188,2017,0.052,,
Argentina,9,Total renewable water resources,4188,1962,876.2,,
Argentina,9,Total renewable water resources,4188,1967,876.2,,
Argentina,9,Total renewable water resources,4188,1972,876.2,,
Argentina,9,Total renewable water resources,4188,1977,876.2,,
Argentina,9,Total renewable water resources,4188,1982,876.2,,
Argentina,9,Total renewable water resources,4188,1987,876.2,,
Argentina,9,Total renewable water resources,4188,1992,876.2,,
Argentina,9,Total renewable water resources,4188,1997,876.2,,
Argentina,9,Total renewable water resources,4188,2002,876.2,,
Argentina,9,Total renewable water resources,4188,2007,876.2,,
Argentina,9,Total renewable water resources,4188,2012,876.2,,
Argentina,9,Total renewable water resources,4188,2017,876.2,,
Armenia,1,Total renewable water resources,4188,1992,7.769,I,
Armenia,1,Total renewable water resources,4188,1997,7.769,I,
Armenia,1,Total renewable water resources,4188,2002,7.769,I,
Armenia,1,Total renewable water resources,4188,2007,7.769,I,
Armenia,1,Total renewable water resources,4188,2012,7.769,I,
Armenia,1,Total renewable water resources,4188,2017,7.769,I,
Australia,10,Total renewable water resources,4188,1962,492,,[1]
Australia,10,Total renewable water resources,4188,1967,492,,[2]
Australia,10,Total renewable water resources,4188,1972,492,,[3]
Australia,10,Total renewable water resources,4188,1977,492,,[4]
Australia,10,Total renewable water resources,4188,1982,492,,[5]
Australia,10,Total renewable water resources,4188,1987,492,,[6]
Australia,10,Total renewable water resources,4188,1992,492,,[7]
Australia,10,Total renewable water resources,4188,1997,492,,[8]
Australia,10,Total renewable water resources,4188,2002,492,,[9]
Australia,10,Total renewable water resources,4188,2007,492,,[10]
Australia,10,Total renewable water resources,4188,2012,492,,[11]
Australia,10,Total renewable water resources,4188,2017,492,,
Austria,11,Total renewable water resources,4188,1962,77.7,I,
Austria,11,Total renewable water resources,4188,1967,77.7,I,
Austria,11,Total renewable water resources,4188,1972,77.7,I,
Austria,11,Total renewable water resources,4188,1977,77.7,I,
Austria,11,Total renewable water resources,4188,1982,77.7,I,
Austria,11,Total renewable water resources,4188,1987,77.7,I,
Austria,11,Total renewable water resources,4188,1992,77.7,I,
Austria,11,Total renewable water resources,4188,1997,77.7,I,
Austria,11,Total renewable water resources,4188,2002,77.7,I,
Austria,11,Total renewable water resources,4188,2007,77.7,I,
Austria,11,Total renewable water resources,4188,2012,77.7,I,
Austria,11,Total renewable water resources,4188,2017,77.7,I,
Azerbaijan,52,Total renewable water resources,4188,1992,34.68,I,
Azerbaijan,52,Total renewable water resources,4188,1997,34.68,I,
Azerbaijan,52,Total renewable water resources,4188,2002,34.68,I,
Azerbaijan,52,Total renewable water resources,4188,2007,34.68,I,
Azerbaijan,52,Total renewable water resources,4188,2012,34.68,I,
Azerbaijan,52,Total renewable water resources,4188,2017,34.68,I,
Bahamas,12,Total renewable water resources,4188,1962,0.7,I,
Bahamas,12,Total renewable water resources,4188,1967,0.7,I,
Bahamas,12,Total renewable water resources,4188,1972,0.7,I,
Bahamas,12,Total renewable water resources,4188,1977,0.7,I,
Bahamas,12,Total renewable water resources,4188,1982,0.7,I,
Bahamas,12,Total renewable water resources,4188,1987,0.7,I,
Bahamas,12,Total renewable water resources,4188,1992,0.7,I,
Bahamas,12,Total renewable water resources,4188,1997,0.7,I,
Bahamas,12,Total renewable water resources,4188,2002,0.7,I,
Bahamas,12,Total renewable water resources,4188,2007,0.7,I,
Bahamas,12,Total renewable water resources,4188,2012,0.7,I,
Bahamas,12,Total renewable water resources,4188,2017,0.7,,
Bahrain,13,Total renewable water resources,4188,1962,0.116,,
Bahrain,13,Total renewable water resources,4188,1967,0.116,,
Bahrain,13,Total renewable water resources,4188,1972,0.116,,
Bahrain,13,Total renewable water resources,4188,1977,0.116,,
Bahrain,13,Total renewable water resources,4188,1982,0.116,,
Bahrain,13,Total renewable water resources,4188,1987,0.116,,
Bahrain,13,Total renewable water resources,4188,1992,0.116,,
Bahrain,13,Total renewable water resources,4188,1997,0.116,,
Bahrain,13,Total renewable water resources,4188,2002,0.116,,
Bahrain,13,Total renewable water resources,4188,2007,0.116,,
Bahrain,13,Total renewable water resources,4188,2012,0.116,,
Bahrain,13,Total renewable water resources,4188,2017,0.116,,
Bangladesh,16,Total renewable water resources,4188,1962,1227,I,
Bangladesh,16,Total renewable water resources,4188,1967,1227,I,
Bangladesh,16,Total renewable water resources,4188,1972,1227,I,
Bangladesh,16,Total renewable water resources,4188,1977,1227,I,
Bangladesh,16,Total renewable water resources,4188,1982,1227,I,
Bangladesh,16,Total renewable water resources,4188,1987,1227,I,
Bangladesh,16,Total renewable water resources,4188,1992,1227,I,
Bangladesh,16,Total renewable water resources,4188,1997,1227,I,
Bangladesh,16,Total renewable water resources,4188,2002,1227,I,
Bangladesh,16,Total renewable water resources,4188,2007,1227,I,
Bangladesh,16,Total renewable water resources,4188,2012,1227,I,
Bangladesh,16,Total renewable water resources,4188,2017,1227,I,
Barbados,14,Total renewable water resources,4188,1962,0.08,,
Barbados,14,Total renewable water resources,4188,1967,0.08,,
Barbados,14,Total renewable water resources,4188,1972,0.08,,
Barbados,14,Total renewable water resources,4188,1977,0.08,,
Barbados,14,Total renewable water resources,4188,1982,0.08,,
Barbados,14,Total renewable water resources,4188,1987,0.08,,
Barbados,14,Total renewable water resources,4188,1992,0.08,,
Barbados,14,Total renewable water resources,4188,1997,0.08,,
Barbados,14,Total renewable water resources,4188,2002,0.08,,
Barbados,14,Total renewable water resources,4188,2007,0.08,,
Barbados,14,Total renewable water resources,4188,2012,0.08,,
Barbados,14,Total renewable water resources,4188,2017,0.08,,
Belarus,57,Total renewable water resources,4188,1992,57.9,I,
Belarus,57,Total renewable water resources,4188,1997,57.9,I,
Belarus,57,Total renewable water resources,4188,2002,57.9,I,
Belarus,57,Total renewable water resources,4188,2007,57.9,I,
Belarus,57,Total renewable water resources,4188,2012,57.9,I,
Belarus,57,Total renewable water resources,4188,2017,57.9,I,
Belgium,255,Total renewable water resources,4188,1962,18.3,I,
Belgium,255,Total renewable water resources,4188,1967,18.3,I,
Belgium,255,Total renewable water resources,4188,1972,18.3,I,
Belgium,255,Total renewable water resources,4188,1977,18.3,I,
Belgium,255,Total renewable water resources,4188,1982,18.3,I,
Belgium,255,Total renewable water resources,4188,1987,18.3,I,
Belgium,255,Total renewable water resources,4188,1992,18.3,I,
Belgium,255,Total renewable water resources,4188,1997,18.3,I,
Belgium,255,Total renewable water resources,4188,2002,18.3,I,
Belgium,255,Total renewable water resources,4188,2007,18.3,I,
Belgium,255,Total renewable water resources,4188,2012,18.3,I,
Belgium,255,Total renewable water resources,4188,2017,18.3,I,
Belize,23,Total renewable water resources,4188,1962,21.73,,
Belize,23,Total renewable water resources,4188,1967,21.73,,
Belize,23,Total renewable water resources,4188,1972,21.73,,
Belize,23,Total renewable water resources,4188,1977,21.73,,
Belize,23,Total renewable water resources,4188,1982,21.73,,
Belize,23,Total renewable water resources,4188,1987,21.73,,
Belize,23,Total renewable water resources,4188,1992,21.73,,
Belize,23,Total renewable water resources,4188,1997,21.73,,
Belize,23,Total renewable water resources,4188,2002,21.73,,
Belize,23,Total renewable water resources,4188,2007,21.73,,
Belize,23,Total renewable water resources,4188,2012,21.73,,
Belize,23,Total renewable water resources,4188,2017,21.73,,
Benin,53,Total renewable water resources,4188,1962,26.39,I,
Benin,53,Total renewable water resources,4188,1967,26.39,I,
Benin,53,Total renewable water resources,4188,1972,26.39,I,
Benin,53,Total renewable water resources,4188,1977,26.39,I,
Benin,53,Total renewable water resources,4188,1982,26.39,I,
Benin,53,Total renewable water resources,4188,1987,26.39,I,
Benin,53,Total renewable water resources,4188,1992,26.39,I,
Benin,53,Total renewable water resources,4188,1997,26.39,I,
Benin,53,Total renewable water resources,4188,2002,26.39,I,
Benin,53,Total renewable water resources,4188,2007,26.39,I,
Benin,53,Total renewable water resources,4188,2012,26.39,I,
Benin,53,Total renewable water resources,4188,2017,26.39,I,
Bhutan,18,Total renewable water resources,4188,1962,95,I,
Bhutan,18,Total renewable water resources,4188,1967,95,I,
Bhutan,18,Total renewable water resources,4188,1972,95,I,
Bhutan,18,Total renewable water resources,4188,1977,95,I,
Bhutan,18,Total renewable water resources,4188,1982,95,I,
Bhutan,18,Total renewable water resources,4188,1987,95,I,
Bhutan,18,Total renewable water resources,4188,1992,95,I,
Bhutan,18,Total renewable water resources,4188,1997,81,I,
Bhutan,18,Total renewable water resources,4188,2002,81,I,
Bhutan,18,Total renewable water resources,4188,2007,78,I,
Bhutan,18,Total renewable water resources,4188,2012,78,I,
Bhutan,18,Total renewable water resources,4188,2017,78,I,
Bolivia (Plurinational State of),19,Total renewable water resources,4188,1962,574,,
Bolivia (Plurinational State of),19,Total renewable water resources,4188,1967,574,,
Bolivia (Plurinational State of),19,Total renewable water resources,4188,1972,574,,
Bolivia (Plurinational State of),19,Total renewable water resources,4188,1977,574,,
Bolivia (Plurinational State of),19,Total renewable water resources,4188,1982,574,,
Bolivia (Plurinational State of),19,Total renewable water resources,4188,1987,574,,
Bolivia (Plurinational State of),19,Total renewable water resources,4188,1992,574,,
Bolivia (Plurinational State of),19,Total renewable water resources,4188,1997,574,,
Bolivia (Plurinational State of),19,Total renewable water resources,4188,2002,574,,
Bolivia (Plurinational State of),19,Total renewable water resources,4188,2007,574,,
Bolivia (Plurinational State of),19,Total renewable water resources,4188,2012,574,,
Bolivia (Plurinational State of),19,Total renewable water resources,4188,2017,574,,
Bosnia and Herzegovina,80,Total renewable water resources,4188,1992,37.5,K,
Bosnia and Herzegovina,80,Total renewable water resources,4188,1997,37.5,K,
Bosnia and Herzegovina,80,Total renewable water resources,4188,2002,37.5,K,
Bosnia and Herzegovina,80,Total renewable water resources,4188,2007,37.5,K,
Bosnia and Herzegovina,80,Total renewable water resources,4188,2012,37.5,K,
Bosnia and Herzegovina,80,Total renewable water resources,4188,2017,37.5,K,
Botswana,20,Total renewable water resources,4188,1962,12.24,I,
Botswana,20,Total renewable water resources,4188,1967,12.24,I,
Botswana,20,Total renewable water resources,4188,1972,12.24,I,
Botswana,20,Total renewable water resources,4188,1977,12.24,I,
Botswana,20,Total renewable water resources,4188,1982,12.24,I,
Botswana,20,Total renewable water resources,4188,1987,12.24,I,
Botswana,20,Total renewable water resources,4188,1992,12.24,I,
Botswana,20,Total renewable water resources,4188,1997,12.24,I,
Botswana,20,Total renewable water resources,4188,2002,12.24,I,
Botswana,20,Total renewable water resources,4188,2007,12.24,I,
Botswana,20,Total renewable water resources,4188,2012,12.24,I,
Botswana,20,Total renewable water resources,4188,2017,12.24,I,
Brazil,21,Total renewable water resources,4188,1962,8647,,
Brazil,21,Total renewable water resources,4188,1967,8647,,
Brazil,21,Total renewable water resources,4188,1972,8647,,
Brazil,21,Total renewable water resources,4188,1977,8647,,
Brazil,21,Total renewable water resources,4188,1982,8647,,
Brazil,21,Total renewable water resources,4188,1987,8647,,
Brazil,21,Total renewable water resources,4188,1992,8647,,
Brazil,21,Total renewable water resources,4188,1997,8647,,
Brazil,21,Total renewable water resources,4188,2002,8647,,
Brazil,21,Total renewable water resources,4188,2007,8647,,
Brazil,21,Total renewable water resources,4188,2012,8647,,
Brazil,21,Total renewable water resources,4188,2017,8647,,
Brunei Darussalam,26,Total renewable water resources,4188,1962,8.5,,
Brunei Darussalam,26,Total renewable water resources,4188,1967,8.5,,
Brunei Darussalam,26,Total renewable water resources,4188,1972,8.5,,
Brunei Darussalam,26,Total renewable water resources,4188,1977,8.5,,
Brunei Darussalam,26,Total renewable water resources,4188,1982,8.5,,
Brunei Darussalam,26,Total renewable water resources,4188,1987,8.5,,
Brunei Darussalam,26,Total renewable water resources,4188,1992,8.5,,
Brunei Darussalam,26,Total renewable water resources,4188,1997,8.5,,
Brunei Darussalam,26,Total renewable water resources,4188,2002,8.5,,
Brunei Darussalam,26,Total renewable water resources,4188,2007,8.5,,
Brunei Darussalam,26,Total renewable water resources,4188,2012,8.5,,
Brunei Darussalam,26,Total renewable water resources,4188,2017,8.5,,
Bulgaria,27,Total renewable water resources,4188,1962,21.3,I,
Bulgaria,27,Total renewable water resources,4188,1967,21.3,I,
Bulgaria,27,Total renewable water resources,4188,1972,21.3,I,
Bulgaria,27,Total renewable water resources,4188,1977,21.3,I,
Bulgaria,27,Total renewable water resources,4188,1982,21.3,I,
Bulgaria,27,Total renewable water resources,4188,1987,21.3,I,
Bulgaria,27,Total renewable water resources,4188,1992,21.3,I,
Bulgaria,27,Total renewable water resources,4188,1997,21.3,I,
Bulgaria,27,Total renewable water resources,4188,2002,21.3,I,
Bulgaria,27,Total renewable water resources,4188,2007,21.3,I,
Bulgaria,27,Total renewable water resources,4188,2012,21.3,I,
Bulgaria,27,Total renewable water resources,4188,2017,21.3,I,
Burkina Faso,233,Total renewable water resources,4188,1962,13.5,I,
Burkina Faso,233,Total renewable water resources,4188,1967,13.5,I,
Burkina Faso,233,Total renewable water resources,4188,1972,13.5,I,
Burkina Faso,233,Total renewable water resources,4188,1977,13.5,I,
Burkina Faso,233,Total renewable water resources,4188,1982,13.5,I,
Burkina Faso,233,Total renewable water resources,4188,1987,13.5,I,
Burkina Faso,233,Total renewable water resources,4188,1992,13.5,I,
Burkina Faso,233,Total renewable water resources,4188,1997,13.5,I,
Burkina Faso,233,Total renewable water resources,4188,2002,13.5,I,
Burkina Faso,233,Total renewable water resources,4188,2007,13.5,I,
Burkina Faso,233,Total renewable water resources,4188,2012,13.5,I,
Burkina Faso,233,Total renewable water resources,4188,2017,13.5,I,
Burundi,29,Total renewable water resources,4188,1962,12.54,I,
Burundi,29,Total renewable water resources,4188,1967,12.54,I,
Burundi,29,Total renewable water resources,4188,1972,12.54,I,
Burundi,29,Total renewable water resources,4188,1977,12.54,I,
Burundi,29,Total renewable water resources,4188,1982,12.54,I,
Burundi,29,Total renewable water resources,4188,1987,12.54,I,
Burundi,29,Total renewable water resources,4188,1992,12.54,I,
Burundi,29,Total renewable water resources,4188,1997,12.54,I,
Burundi,29,Total renewable water resources,4188,2002,12.54,I,
Burundi,29,Total renewable water resources,4188,2007,12.54,I,
Burundi,29,Total renewable water resources,4188,2012,12.54,I,
Burundi,29,Total renewable water resources,4188,2017,12.54,I,
Cabo Verde,35,Total renewable water resources,4188,1962,0.3,,
Cabo Verde,35,Total renewable water resources,4188,1967,0.3,,
Cabo Verde,35,Total renewable water resources,4188,1972,0.3,,
Cabo Verde,35,Total renewable water resources,4188,1977,0.3,,
Cabo Verde,35,Total renewable water resources,4188,1982,0.3,,
Cabo Verde,35,Total renewable water resources,4188,1987,0.3,,
Cabo Verde,35,Total renewable water resources,4188,1992,0.3,,
Cabo Verde,35,Total renewable water resources,4188,1997,0.3,,
Cabo Verde,35,Total renewable water resources,4188,2002,0.3,,
Cabo Verde,35,Total renewable water resources,4188,2007,0.3,,
Cabo Verde,35,Total renewable water resources,4188,2012,0.3,,
Cabo Verde,35,Total renewable water resources,4188,2017,0.3,,
Cambodia,115,Total renewable water resources,4188,1962,476.1,I,
Cambodia,115,Total renewable water resources,4188,1967,476.1,I,
Cambodia,115,Total renewable water resources,4188,1972,476.1,I,
Cambodia,115,Total renewable water resources,4188,1977,476.1,I,
Cambodia,115,Total renewable water resources,4188,1982,476.1,I,
Cambodia,115,Total renewable water resources,4188,1987,476.1,I,
Cambodia,115,Total renewable water resources,4188,1992,476.1,I,
Cambodia,115,Total renewable water resources,4188,1997,476.1,I,
Cambodia,115,Total renewable water resources,4188,2002,476.1,I,
Cambodia,115,Total renewable water resources,4188,2007,476.1,I,
Cambodia,115,Total renewable water resources,4188,2012,476.1,I,
Cambodia,115,Total renewable water resources,4188,2017,476.1,I,
Cameroon,32,Total renewable water resources,4188,1962,283.1,I,
Cameroon,32,Total renewable water resources,4188,1967,283.1,I,
Cameroon,32,Total renewable water resources,4188,1972,283.1,I,
Cameroon,32,Total renewable water resources,4188,1977,283.1,I,
Cameroon,32,Total renewable water resources,4188,1982,283.1,I,
Cameroon,32,Total renewable water resources,4188,1987,283.1,I,
Cameroon,32,Total renewable water resources,4188,1992,283.1,I,
Cameroon,32,Total renewable water resources,4188,1997,283.1,I,
Cameroon,32,Total renewable water resources,4188,2002,283.1,I,
Cameroon,32,Total renewable water resources,4188,2007,283.1,I,
Cameroon,32,Total renewable water resources,4188,2012,283.1,I,
Cameroon,32,Total renewable water resources,4188,2017,283.1,I,
Canada,33,Total renewable water resources,4188,1962,2902,I,
Canada,33,Total renewable water resources,4188,1967,2902,I,
Canada,33,Total renewable water resources,4188,1972,2902,I,
Canada,33,Total renewable water resources,4188,1977,2902,I,
Canada,33,Total renewable water resources,4188,1982,2902,I,
Canada,33,Total renewable water resources,4188,1987,2902,I,
Canada,33,Total renewable water resources,4188,1992,2902,I,
Canada,33,Total renewable water resources,4188,1997,2902,I,
Canada,33,Total renewable water resources,4188,2002,2902,I,
Canada,33,Total renewable water resources,4188,2007,2902,I,
Canada,33,Total renewable water resources,4188,2012,2902,I,
Canada,33,Total renewable water resources,4188,2017,2902,I,
Central African Republic,37,Total renewable water resources,4188,1962,141,I,
Central African Republic,37,Total renewable water resources,4188,1967,141,I,
Central African Republic,37,Total renewable water resources,4188,1972,141,I,
Central African Republic,37,Total renewable water resources,4188,1977,141,I,
Central African Republic,37,Total renewable water resources,4188,1982,141,I,
Central African Republic,37,Total renewable water resources,4188,1987,141,I,
Central African Republic,37,Total renewable water resources,4188,1992,141,I,
Central African Republic,37,Total renewable water resources,4188,1997,141,I,
Central African Republic,37,Total renewable water resources,4188,2002,141,I,
Central African Republic,37,Total renewable water resources,4188,2007,141,I,
Central African Republic,37,Total renewable water resources,4188,2012,141,I,
Central African Republic,37,Total renewable water resources,4188,2017,141,I,
Chad,39,Total renewable water resources,4188,1962,45.7,I,
Chad,39,Total renewable water resources,4188,1967,45.7,I,
Chad,39,Total renewable water resources,4188,1972,45.7,I,
Chad,39,Total renewable water resources,4188,1977,45.7,I,
Chad,39,Total renewable water resources,4188,1982,45.7,I,
Chad,39,Total renewable water resources,4188,1987,45.7,I,
Chad,39,Total renewable water resources,4188,1992,45.7,I,
Chad,39,Total renewable water resources,4188,1997,45.7,I,
Chad,39,Total renewable water resources,4188,2002,45.7,I,
Chad,39,Total renewable water resources,4188,2007,45.7,I,
Chad,39,Total renewable water resources,4188,2012,45.7,I,
Chad,39,Total renewable water resources,4188,2017,45.7,I,
Chile,40,Total renewable water resources,4188,1962,923.1,,
Chile,40,Total renewable water resources,4188,1967,923.1,,
Chile,40,Total renewable water resources,4188,1972,923.1,,
Chile,40,Total renewable water resources,4188,1977,923.1,,
Chile,40,Total renewable water resources,4188,1982,923.1,,
Chile,40,Total renewable water resources,4188,1987,923.1,,
Chile,40,Total renewable water resources,4188,1992,923.1,,
Chile,40,Total renewable water resources,4188,1997,923.1,,
Chile,40,Total renewable water resources,4188,2002,923.1,,
Chile,40,Total renewable water resources,4188,2007,923.1,,
Chile,40,Total renewable water resources,4188,2012,923.1,,
Chile,40,Total renewable water resources,4188,2017,923.1,,
China,351,Total renewable water resources,4188,1962,2840,I,[12]
China,351,Total renewable water resources,4188,1967,2840,I,[13]
China,351,Total renewable water resources,4188,1972,2840,I,[14]
China,351,Total renewable water resources,4188,1977,2840,I,[15]
China,351,Total renewable water resources,4188,1982,2840,I,[16]
China,351,Total renewable water resources,4188,1987,2840,I,[17]
China,351,Total renewable water resources,4188,1992,2840,I,[18]
China,351,Total renewable water resources,4188,1997,2840,I,[19]
China,351,Total renewable water resources,4188,2002,2840,I,[20]
China,351,Total renewable water resources,4188,2007,2840,I,[21]
China,351,Total renewable water resources,4188,2012,2840,I,[22]
China,351,Total renewable water resources,4188,2017,2840,I,
Colombia,44,Total renewable water resources,4188,1962,2360,,
Colombia,44,Total renewable water resources,4188,1967,2360,,
Colombia,44,Total renewable water resources,4188,1972,2360,,
Colombia,44,Total renewable water resources,4188,1977,2360,,
Colombia,44,Total renewable water resources,4188,1982,2360,,
Colombia,44,Total renewable water resources,4188,1987,2360,,
Colombia,44,Total renewable water resources,4188,1992,2360,,
Colombia,44,Total renewable water resources,4188,1997,2360,,
Colombia,44,Total renewable water resources,4188,2002,2360,,
Colombia,44,Total renewable water resources,4188,2007,2360,,
Colombia,44,Total renewable water resources,4188,2012,2360,,
Colombia,44,Total renewable water resources,4188,2017,2360,,
Comoros,45,Total renewable water resources,4188,1962,1.2,,[23]
Comoros,45,Total renewable water resources,4188,1967,1.2,,[24]
Comoros,45,Total renewable water resources,4188,1972,1.2,,[25]
Comoros,45,Total renewable water resources,4188,1977,1.2,,[26]
Comoros,45,Total renewable water resources,4188,1982,1.2,,[27]
Comoros,45,Total renewable water resources,4188,1987,1.2,,[28]
Comoros,45,Total renewable water resources,4188,1992,1.2,,[29]
Comoros,45,Total renewable water resources,4188,1997,1.2,,[30]
Comoros,45,Total renewable water resources,4188,2002,1.2,,[31]
Comoros,45,Total renewable water resources,4188,2007,1.2,,[32]
Comoros,45,Total renewable water resources,4188,2012,1.2,,[33]
Comoros,45,Total renewable water resources,4188,2017,1.2,,
Congo,46,Total renewable water resources,4188,1962,832,I,
Congo,46,Total renewable water resources,4188,1967,832,I,
Congo,46,Total renewable water resources,4188,1972,832,I,
Congo,46,Total renewable water resources,4188,1977,832,I,
Congo,46,Total renewable water resources,4188,1982,832,I,
Congo,46,Total renewable water resources,4188,1987,832,I,
Congo,46,Total renewable water resources,4188,1992,832,I,
Congo,46,Total renewable water resources,4188,1997,832,I,
Congo,46,Total renewable water resources,4188,2002,832,I,
Congo,46,Total renewable water resources,4188,2007,832,I,
Congo,46,Total renewable water resources,4188,2012,832,I,
Congo,46,Total renewable water resources,4188,2017,832,I,
Costa Rica,48,Total renewable water resources,4188,1962,113,,
Costa Rica,48,Total renewable water resources,4188,1967,113,,
Costa Rica,48,Total renewable water resources,4188,1972,113,,
Costa Rica,48,Total renewable water resources,4188,1977,113,,
Costa Rica,48,Total renewable water resources,4188,1982,113,,
Costa Rica,48,Total renewable water resources,4188,1987,113,,
Costa Rica,48,Total renewable water resources,4188,1992,113,,
Costa Rica,48,Total renewable water resources,4188,1997,113,,
Costa Rica,48,Total renewable water resources,4188,2002,113,,
Costa Rica,48,Total renewable water resources,4188,2007,113,,
Costa Rica,48,Total renewable water resources,4188,2012,113,,
Costa Rica,48,Total renewable water resources,4188,2017,113,,
Côte d'Ivoire,107,Total renewable water resources,4188,1962,84.14,I,
Côte d'Ivoire,107,Total renewable water resources,4188,1967,84.14,I,
Côte d'Ivoire,107,Total renewable water resources,4188,1972,84.14,I,
Côte d'Ivoire,107,Total renewable water resources,4188,1977,84.14,I,
Côte d'Ivoire,107,Total renewable water resources,4188,1982,84.14,I,
Côte d'Ivoire,107,Total renewable water resources,4188,1987,84.14,I,
Côte d'Ivoire,107,Total renewable water resources,4188,1992,84.14,I,
Côte d'Ivoire,107,Total renewable water resources,4188,1997,84.14,I,
Côte d'Ivoire,107,Total renewable water resources,4188,2002,84.14,I,
Côte d'Ivoire,107,Total renewable water resources,4188,2007,84.14,I,
Côte d'Ivoire,107,Total renewable water resources,4188,2012,84.14,I,
Côte d'Ivoire,107,Total renewable water resources,4188,2017,84.14,I,
Croatia,98,Total renewable water resources,4188,1992,105.5,I,
Croatia,98,Total renewable water resources,4188,1997,105.5,I,
Croatia,98,Total renewable water resources,4188,2002,105.5,I,
Croatia,98,Total renewable water resources,4188,2007,105.5,I,
Croatia,98,Total renewable water resources,4188,2012,105.5,I,
